"Sample","Group","8","16","24","32","40","44","48"
"ERR3196800",8,0.911070477907707,0.0889295219677016,0,0,0,0,1.24591529529216e-10
"ERR3196801",16,4.04817893445129e-07,0.999999595182107,0,0,0,0,0
"ERR3196802",24,0,6.02946896908576e-08,0.0286102868544655,0,0,0.971389652850845,0
"ERR3196803",32,0,0,3.21555834953744e-05,0.0574347914859515,0.942533052930553,0,0
"ERR3196804",40,0,0,0,3.5010504388154e-06,0.213671408525572,0.000708147150449275,0.78561694327354
"ERR3196805",44,0,0,0,0,4.17893452423163e-07,0.999313972680353,0.000685609426195028
"ERR3196806",48,0,0,0,0,0.019480585793363,0.118525134252214,0.861994279954423
"ERR3196808",8,3.32959477143178e-06,0.999996670405229,0,0,0,0,0
"ERR3196809",16,0,0.0234898491176545,0.325288125868315,0,0,0.65122202501403,0
"ERR3196810",24,0,0,1.30186894159497e-05,0.0195191431530368,0,0.980467838157547,0
"ERR3196811",32,0,0,2.85614524466779e-06,0.271655657302485,0.72834148655227,0,0
"ERR3196812",40,0,0,0,0,1.57120301664804e-06,0.115773746483866,0.884224682313118
"ERR3196813",44,0,0,1.0683691974505e-05,2.28551364187866e-05,0.999966461171607,0,0
"ERR3196814",48,0,0,0,0,3.66858700038121e-07,3.84605170233308e-06,0.999995787089598
"ERR3196816",8,0.00173644133575022,0.99826355866425,0,0,0,0,0
"ERR3196817",16,0.173107220121818,0.0105562759578689,0.816336503920313,0,0,0,0
"ERR3196818",24,0,0,1.02378682057542e-07,0.0927483316913846,0,0.907251565929933,0
"ERR3196819",32,0,0,2.3828220539062e-08,2.92197414952127e-08,0.999999946952038,0,0
"ERR3196820",40,0,0,0,7.93198541849942e-06,0.299882671562981,0.7001093964516,0
"ERR3196821",44,0,0,0,0,4.45734724322187e-11,1.18937614898861e-10,0.999999999836489
"ERR3196822",48,0,0,0,0,2.07182488789592e-05,0.999979281751121,0
