"Sample","Group","8","16","24","32","40","44","48"
"ERR3196800",8,0.902330845046631,0.0966693573305775,0.000731912206383957,0,1.26335325946671e-05,0.000254557169891036,6.94713921857376e-07
"ERR3196801",16,7.04915053835342e-08,0.174131326674833,0.46760242367,0,0.00309343469002853,0.354526224265658,0.000646520207975506
"ERR3196802",24,0,9.23757195854973e-09,0.00254266168749686,0.0334004591962379,0.656904432250794,0.231392942077242,0.0757594955506575
"ERR3196803",32,0,0.000337779515974807,7.51419593125727e-06,0.000488702306789739,0.212114665821251,0.396193329988461,0.390858008171593
"ERR3196804",40,0,0.0181344894168093,0.00911670392798451,0.000138341583784121,0.0518548092044122,0.0446161447913621,0.876139511075648
"ERR3196805",44,0,9.48385282623043e-08,5.17100002403249e-08,1.68223101786077e-09,1.57717075383708e-07,0.366354914761743,0.633644779290422
"ERR3196806",48,0.174115023323163,0.0174967727312955,0.00282451616262417,0,0.0214207117209631,0.0957069862339191,0.688435989828035
"ERR3196808",8,1.17522220463654e-06,0.352961357852405,0.619057265081094,0,0.000891901647205671,0.0270275677667591,6.07324303314783e-05
"ERR3196809",16,1.52135712078241e-09,0.00540147338384091,0.241764259476871,0.209954311512052,0.392112889380328,0.150056018561158,0.000711046164392927
"ERR3196810",24,0,9.81679440482571e-06,6.30516361326299e-06,0.00897018482961005,0.298815240219374,0.605995436549908,0.0862030164430901
"ERR3196811",32,0,0.000152746340754315,1.1140482509818e-06,0.000790951954192355,0.292831324386745,0.33141298657127,0.374810876698787
"ERR3196812",40,0,5.08033447730905e-09,1.78001127271527e-07,2.7602552650432e-09,2.69055695742271e-05,0.103414568634342,0.896558339954367
"ERR3196813",44,0,2.14499361077235e-07,2.74560786848836e-07,1.47797796256424e-06,0.00867069131130932,0.0152692063864009,0.976058135264179
"ERR3196814",48,4.56562141768513e-05,3.92419636630294e-06,1.95989048781442e-06,0,4.72905550626667e-07,4.67795927315453e-06,0.999943308834145
"ERR3196816",8,0.00134416168408978,0.772745729184028,0.21409877951956,0,0.000269955268374847,0.0115400920059253,1.28233802217675e-06
"ERR3196817",16,5.91274587123575e-05,3.42169081685093e-06,0.254413060197472,0.744272908154502,1.85027627724129e-06,0.00124946495966137,1.67262557796283e-07
"ERR3196818",24,0,7.70664832783397e-06,3.19940766460827e-08,0.00401511155023615,0.164448990195636,0.317402344226799,0.514125815384925
"ERR3196819",32,0,0.000547047186041878,0.000151149143505149,2.86130325062023e-10,0.351623519053712,0.398202406955641,0.24947587737497
"ERR3196820",40,0,0.214848436086863,0.0018592302034136,3.29665954562699e-05,0.077026142644982,0.305876819106851,0.400356405362434
"ERR3196821",44,0,9.44490949926733e-09,1.28680788709868e-08,3.38851722955123e-10,2.12267937764014e-10,1.18864370973396e-10,0.999999977017028
"ERR3196822",48,0,0.00033024714454048,5.15538365370834e-05,7.58969125942936e-08,6.72967269431234e-08,0.00324612958118387,0.996371926244099
