,ERR3196800,ERR3196801,ERR3196802,ERR3196803,ERR3196804,ERR3196805,ERR3196806,ERR3196808,ERR3196809,ERR3196810,ERR3196811,ERR3196812,ERR3196813,ERR3196814,ERR3196816,ERR3196817,ERR3196818,ERR3196819,ERR3196820,ERR3196821,ERR3196822
ERR3196800,0.0,0.47861237856186106,0.21328007304898927,0.24992159737155933,0.06164063143604578,-0.1252092937863658,-0.5358880417815952,0.49752696142008945,0.3670520434991115,0.16963120653468983,0.15599543894866272,0.04093513548658183,0.19096664323485432,-0.5662878685853063,0.5928233583584989,0.36389451940909495,0.1707503606506143,0.1297071918963155,0.07164754204985452,-0.16878488498287136,-0.10410906958031893
ERR3196801,-0.42424888416948237,0.0,0.5746548148110576,0.7460108473376827,0.6788253879824575,0.4121247835179025,0.27777449356364414,-0.0678536904861613,0.5570875009496027,0.6952202945118475,0.7325389917627478,0.5008315944726984,0.7377958599961745,0.25305731218567973,-0.06877257778332238,0.6995439396997016,0.7300697889218224,0.7304203566233787,0.7113864704694096,0.376948760517433,0.4179011595556331
ERR3196802,0.16495668877903866,0.011647316104923332,0.0,0.6571496595790765,0.9168365912601842,0.8543419859292696,0.5604893983661945,0.006526481104217538,-0.28257607330368284,0.6445873209465727,0.706866960848075,0.8769718854639785,0.8575520356302281,0.6125083924914181,0.12037466718944809,0.027701517529701077,0.6486244287202318,0.8005203071946144,0.910122752193975,0.8426671567363051,0.8510215858719444
ERR3196803,0.5937645973417585,0.5311877406701556,0.3815199475180613,0.0,0.7377138055465762,0.8582752590591827,0.9006512757569829,0.5196985827277982,0.5647346732244739,0.17799151003133232,0.3473114104746863,0.8916000898638204,0.8242000134346968,0.9129281986444513,0.5497375432077533,0.48307343718765877,0.18768748526118278,0.5917473475607761,0.7320185272415966,0.9030515524696728,0.8539886353840842
ERR3196804,0.32723824935487444,0.39085596665957567,0.3103871950483402,0.09969828894491847,0.0,0.11894256430189036,0.27927863469956543,0.2686709074207183,0.3518880974616916,0.18959124616227324,0.012724927823493944,0.27152686778267976,0.1994642011310817,0.5331928802132967,0.3515880418596001,0.34122961711627675,0.17266910386303927,-0.14653687884176428,0.4007858805441248,0.3957319943080088,0.4695211988707669
ERR3196805,0.2062559623202257,-0.10245213247240297,-0.30079548292973746,-0.47470643229686843,-0.3549081937561844,0.0,0.1915026940996716,-0.11147526491449167,-0.2282404877567874,-0.4693849737400335,-0.6082035133496118,-0.2502054272547632,-0.39753490608959485,0.5172712044393984,-0.07026845263880124,-0.26837615377934765,-0.5396381471054931,-0.6501868088515605,-0.4206185112395944,0.4899707147928149,0.1257449068102258
ERR3196806,-0.21114209466741432,-0.31794569400623907,-0.4535975719728071,-0.4760769390653069,-0.3693778621916515,-0.25546671887321665,0.0,-0.32083064810247,-0.47093287834814734,-0.4206889885714433,-0.4531814551431647,-0.3205766014098448,-0.45554309052696196,-0.13564562234981142,-0.30851918485191754,-0.5134156701891129,-0.4739777952953798,-0.46163028737079215,-0.43532585639494215,-0.2766596177470216,-0.2530771861625353
ERR3196808,-0.2721344337789581,0.197189133341657,0.7581232549448484,0.6876950600793454,0.5206332920051744,0.2801715826235691,0.08328274528197342,0.0,0.6866446446481019,0.7122112428936955,0.6779098959569119,0.45841856698318645,0.6289258874740552,0.06974044310671736,0.12680650644825472,0.743560701555389,0.7029078423367321,0.6428375538017317,0.5486977851673541,0.19670522488128017,0.32335557392732256
ERR3196809,-0.013116004609371346,-0.2562939194053393,0.70145986201698,0.8696736877605287,0.7729931601718165,0.5821438369046754,0.4201752032965017,-0.2954709520301666,0.0,0.8129637604708637,0.8936698349458965,0.6254593924291523,0.8527768919262974,0.43976061012111006,-0.06799200661555169,0.6866627785577399,0.8582182502231162,0.9165452744678699,0.9007037496794478,0.5434459084480738,0.5804932801250889
ERR3196810,0.37354183692281845,0.17532463768275647,0.07605362008353922,0.4890832159285424,0.6885500466605001,0.6955996220853523,0.6183938044862338,0.21998647629996984,0.23547572228416672,0.0,0.4331199111494725,0.7412954232345716,0.7835794791266588,0.6316877856510201,0.26140830510639557,0.16733259663164435,0.22210952161702172,0.5775571661559377,0.6599881152772341,0.6957991604017012,0.6864652906729027
ERR3196811,0.6796217869256961,0.6315351087537301,0.2673708095824039,-0.1123819719930001,0.6562476086157532,0.7815520496188673,0.8532892985904728,0.6030479070128851,0.4965784946228025,0.01508769687387776,0.0,0.8908937009770405,0.7576599096283927,0.8996475079785957,0.654098163736622,0.4520892177217286,-0.07400424046142694,0.596007243930208,0.6453190148178372,0.8892963724872825,0.7804228144446658
ERR3196812,0.16624409160456488,-0.09491857168499263,-0.0883711289846939,-0.29904529376940464,0.04089105963712647,0.3754804098307322,0.35581915779688605,-0.15034381363008745,-0.25376940451721963,-0.12252797567219606,-0.31814218654870985,0.0,-0.5408050762348593,0.6024863012442239,-0.014129980240400297,-0.24017532931532595,-0.17479614164184704,-0.42468487854191805,0.18588161369591238,0.6007188623608107,0.7029223044499849
ERR3196813,0.3062876408846005,0.11818123814850054,0.06206217125307933,-0.15087473128533052,0.5104025713970735,0.5197722265985221,0.5724737718361439,0.025879296385558193,0.057845966508604796,-0.01989725281202254,0.05207603819577082,0.5819171211078854,0.0,0.8308229341940164,0.13459236993337947,-0.029195916297158588,-0.021321269259572517,0.15649687676641605,0.4634834894932338,0.6180186728262337,0.6607362222760417
ERR3196814,-0.1222557511744151,-0.24333358465161242,-0.4758890156103451,-0.3455084414455365,-0.4350296215710746,-0.2563570401694296,0.38074356566013495,-0.2530770687386216,-0.4315268048865837,-0.2974269026619631,-0.3079277263130866,-0.3601706458206172,-0.31921866337390203,0.0,-0.2567584448966313,-0.4706012237754026,-0.32981191349786804,-0.3389502544583097,-0.4965517509053714,-0.314175304849891,-0.33281612985734704
ERR3196816,-0.5093757801779115,0.33482533691238475,0.228205269379227,0.2570657753728359,0.06026865187328922,-0.3498264820521313,-0.5330873226625161,0.03149478924667634,0.2015901589877938,0.21652347012131656,0.21767710460797782,-0.04876768548978158,0.1389952226061167,-0.5562106463493098,0.0,0.26815707671655864,0.2422428046015627,0.18522070525924395,0.1327146682345784,-0.43051035377223346,-0.31732345233850034
ERR3196817,-0.19356472251323031,-0.18726845831733574,0.030137156666670877,0.41603518532795397,-0.08612685966326095,-0.258267234675753,-0.34684667339011477,-0.11117226737551712,-0.7867515485274799,0.2788985558388388,0.3469246391649648,-0.21800814055550793,0.10773449484884315,-0.43010540027375266,-0.06378902783151673,0.0,0.36533936305644876,0.30042140159244185,0.18077524880567053,-0.30075607951089467,-0.28399685746904524
ERR3196818,0.442770968099312,0.34099415587344134,0.047182443813097885,0.30873027658814206,0.7232173263983992,0.7856084882487283,0.8293442636979468,0.3118510904161861,0.3209116773187853,-0.044196875730227125,0.34875184913013685,0.8140247818456674,0.7556657153784521,0.8754408038448243,0.3788949578218707,0.23293337067113418,0.0,0.6414317247729517,0.7159153902585138,0.8386860038849756,0.7931566073057015
ERR3196819,0.4319762058691107,0.46156059110367725,0.5000634428962071,-0.15914895241496763,0.676999031231066,0.7193228377500754,0.5735258634599479,0.425613319339124,0.5595137696450541,0.10733988677867443,-0.40491116180995484,0.8862731741948023,0.6445314256517054,0.8581827897344084,0.44115219517299076,0.4456571154128401,-0.16898229141053242,0.0,0.6707671271835224,0.8920060580333711,0.7945328871711728
ERR3196820,0.7933530459917646,0.7724073841107431,0.4398955742466948,0.23662433337505237,-0.036547229801269496,0.510920013725382,0.7471822668976338,0.7405228131199512,0.645878351929338,0.24501914466332247,0.08386005912271839,0.6276341696821205,0.6700265197942006,0.7076498435413764,0.7808270316458212,0.6426005236168952,0.21430347370559671,0.03782967160799242,0.0,0.649209971075237,0.556918541465666
ERR3196821,0.3986353517720851,0.09384081476328325,-0.15876758018016005,-0.3366403855861073,-0.43170686113244705,-0.5295919645261452,0.39091711587534145,-0.09162127827479294,-0.16334257348004014,-0.24340355031812974,-0.43759506623840555,-0.4311779890887377,-0.3847936560895692,0.7605161220135237,0.07060611712532111,-0.08478490988610604,-0.30003536204909076,-0.5448892484587678,-0.3801335709811366,0.0,-0.3654573511192596
