,ERR3196800,ERR3196801,ERR3196802,ERR3196803,ERR3196804,ERR3196805,ERR3196806,ERR3196808,ERR3196809,ERR3196810,ERR3196811,ERR3196812,ERR3196813,ERR3196814,ERR3196816,ERR3196817,ERR3196818,ERR3196819,ERR3196820,ERR3196821,ERR3196822
ERR3196800,0.0,0.08000944049545855,0.0003967291486467153,0.0,0.0,0.0,1.2339641559190813e-10,0.11679687221676367,0.008592914193470332,0.0001657161644772663,0.0,1.2633538348240136e-05,0.0002539113540617182,6.71820116494861e-11,0.7855343837700692,0.0080670466668811,0.00016946722658799077,0.0,0.0,1.905109971980975e-07,6.945236598172789e-07
ERR3196801,2.8544468360675297e-11,0.0,0.013548438587663228,0.0,0.0,0.0,3.574534894861467e-05,3.557388350849089e-08,0.009534578476708236,0.15104546758408618,0.0,0.0030950587882241642,0.3539275428628677,2.1803631397241878e-05,3.4926086472065595e-08,0.16468816967677055,0.30325401557034715,0.0,0.0,0.0002597982843322394,0.0005893106601402504
ERR3196802,0.0,6.769397333347317e-09,0.0,0.002737235239484888,0.0,0.0,0.0,6.110419096700344e-09,1.8834674391671365e-11,0.00212910478287612,0.007398626683490939,0.22215890008742994,0.1506555183717193,0.0011208900223500606,0.0,9.332436160930783e-09,0.0023081440432496116,0.04815193510851582,0.4311302405012431,0.0,0.1322093829285529
ERR3196803,0.0,0.0,1.0327485659334e-05,0.0,0.012819029329337825,0.1429021033037069,0.0,0.0,0.00040306722757003834,1.762662050382217e-07,5.210303517728108e-06,0.27828796409105405,0.07228776511950341,0.0,0.0,7.871853521906601e-05,2.1398691869116762e-07,0.0006918414788379849,0.011438961080499686,0.3499133917599285,0.13116123003204164
ERR3196804,0.0,0.0,0.00805343335398581,0.00011911336194211733,0.0,0.00017503066167674815,0.004322903561185506,0.0,0.0,0.0007190528107955248,2.091796666212139e-05,0.0037020693933071756,0.0008760243652319894,0.6938197547569612,0.0,0.0,0.0005125980241617514,8.653444054399595e-07,0.049110468215445825,0.04438912421399546,0.19417864397024318
ERR3196805,0.0,0.0,4.959000269248819e-08,1.5304629440592401e-09,1.6802623556043507e-08,0.0,0.0009363576576847167,0.0,0.0,1.7023326176601339e-09,1.0599415227577964e-10,1.3639981216179985e-07,7.163515066629929e-09,0.6324571328877963,0.0,0.0,4.176698342773347e-10,4.57740810660799e-11,4.5146546235211844e-09,0.3663549423427922,0.00025134883888496435
ERR3196806,0.1396020219540428,0.016489497900119627,0.001093830906954974,0.0,0.0,0.05752980665025703,0.0,0.01556499691097318,0.0007733527469581469,0.0021124698248537696,0.0,0.01564428288351346,0.0010520869436376435,0.6318961875739768,0.01991063219969754,0.0003306562918540053,0.0,0.0,0.0,0.03765422676211519,0.06034595045104589
ERR3196808,4.025549656719592e-10,4.800847345557882e-06,0.3577089209616203,0.0,0.0,0.0,4.919710879553508e-07,0.0,0.08563956461454382,0.14280489738311747,0.0,0.0008919241590594435,0.02699825505503515,3.752430340844632e-07,1.1748493126168915e-06,0.2673259012365752,0.11855907191955052,0.0,0.0,4.754608049398115e-06,5.986674911342534e-05
ERR3196809,6.108957840483244e-09,4.71792027361194e-11,0.009833185758869904,0.0,0.0,0.0,3.543943104471806e-05,2.1550791038434078e-11,0.0,0.09145444103261503,0.45941889795277635,0.002150614413932217,0.202776333295113,5.243284500620508e-05,2.038544662044801e-09,0.007314226577190274,0.22608945309505502,0.0,0.0,0.0,0.0008749673821647701
ERR3196810,0.0,0.0,3.4953156597431965e-07,0.0013521220322052245,0.07304033689096985,0.08409973005723359,0.0,0.0,8.476355997296939e-06,0.0,0.00044149399449784,0.20975063655606138,0.48862752810517257,0.023424128615095848,0.0,2.1693294858285264e-06,6.488014987251717e-06,0.007933975535629073,0.04125503727274958,0.0,0.07005752770834867
ERR3196811,0.0,0.0,1.1057814825131908e-06,5.561328671825834e-10,0.0026388230693263613,0.03234378324440792,0.0,0.0,0.00010827843483045065,7.1181320167923284e-09,0.0,0.2880847932786864,0.02005701626487455,0.3432060507813597,0.0,0.0,1.1981834127568428e-09,0.0007909865754097893,0.0021207316238218647,0.27902692655490036,0.03162149551845202
ERR3196812,0.0,0.0,1.0579054123436147e-07,1.5651439763238797e-09,1.4034726176176565e-06,0.0011308633091723047,0.000763193474378823,0.0,0.0,5.342742438270206e-08,1.068269406308653e-09,0.0,1.2435278171938789e-11,0.1059639730781751,0.0,0.0,1.8783162558768645e-08,1.2684189643368948e-10,2.5502097093298785e-05,0.1022837058381152,0.7898311779566289
ERR3196813,0.0,0.0,1.9855079691559644e-07,2.8075351300396753e-09,0.0015563485681078534,0.0018771140548400629,0.0,0.0,1.8249465343683025e-07,3.8546160223236524e-08,1.6260473384050728e-07,0.0065054052638048,0.0,0.9445887731545263,0.0,0.0,3.746383849724269e-08,1.3125657408959548e-06,0.0006089377568996656,0.013392092820247423,0.031469393348115014
