,ERR3196800,ERR3196801,ERR3196802,ERR3196803,ERR3196804,ERR3196805,ERR3196806,ERR3196808,ERR3196809,ERR3196810,ERR3196811,ERR3196812,ERR3196813,ERR3196814,ERR3196816,ERR3196817,ERR3196818,ERR3196819,ERR3196820,ERR3196821,ERR3196822
ERR3196800,0.0,0.08005766906118707,0.0003969682913991635,0.0,0.0,0.0,1.2347079721616626e-10,0.11686727572907059,0.008598093881322329,0.0,0.0,0.0,0.0,6.722250802147104e-11,0.7860078928513109,0.008071909369182222,0.0,0.0,0.0,1.906258345484586e-07,0.0
ERR3196801,8.423321144363574e-11,0.0,0.03998072333545299,0.0,0.0,0.0,0.00010548262794984386,1.0497664253471103e-07,0.028136035140207568,0.44572715973723476,0.0,0.0,0.0,6.434135926150844e-05,1.0306502785503649e-07,0.48598604967398973,0.0,0.0,0.0,0.0,0.0
ERR3196802,0.0,0.0,0.0,0.004581301964560171,0.0,0.0,0.0,0.0,3.15235349697797e-11,0.003563475942382071,0.012383058084004138,0.0,0.2521516646914406,0.0018760300858959393,0.0,1.5619668891246066e-08,0.003863133386305975,0.0,0.7215813201942187,0.0,0.0
ERR3196803,0.0,0.0,2.7500252190355957e-05,0.0,0.03413478856528313,0.0,0.0,0.0,0.0,4.693654632971609e-07,1.3874108902423969e-05,0.741031209966186,0.19248942449674225,0.0,0.0,0.0,5.698089954863027e-07,0.0018422504539231997,0.030459912982313868,0.0,0.0
ERR3196804,0.0,0.0,0.0,0.0,0.0,0.000597444125682336,0.0,0.0,0.0,0.0,7.140072592871634e-05,0.012636526598891126,0.0029901938663126062,0.0,0.0,0.0,0.0017496858861071993,2.9537392292841763e-06,0.1676321192170008,0.15151643290255679,0.6628032429382911
ERR3196805,0.0,0.0,0.0,0.0,1.6802624452404077e-08,0.0,0.0009363577076360876,0.0,0.0,0.0,0.0,1.3639981943824766e-07,7.163515448778135e-09,0.6324571666271486,0.0,0.0,0.0,4.577408350796531e-11,4.514654864362049e-09,0.3663549618865333,0.0002513488522935364
ERR3196806,0.14775381064154658,0.0,0.0,0.0,0.0,0.060889147872408025,0.0,0.0,0.0008185111772291549,0.0,0.0,0.016557800370215165,0.0011135215154681225,0.6687945370494454,0.0,0.00034996432322531855,0.0,0.0,0.0,0.03985297213456517,0.06386973491589729
ERR3196808,4.716596470604307e-10,5.624985797447748e-06,0.4191150968154053,0.0,0.0,0.0,5.764254064575319e-07,0.0,0.10034089817543226,0.1673195296095536,0.0,0.0,0.0,4.3965920709170745e-07,1.3765300627036128e-06,0.3132164573274756,0.0,0.0,0.0,0.0,0.0
ERR3196809,5.6205472434941556e-08,4.3407229974887426e-10,0.09047023494830717,0.0,0.0,0.0,0.0003260605191107926,1.982780734931501e-10,0.0,0.8414266719026854,0.0,0.0,0.0,0.0004824084404630138,1.875563210645644e-08,0.06729454859597872,0.0,0.0,0.0,0.0,0.0
ERR3196810,0.0,0.0,4.664300910093954e-07,0.0018043303207230998,0.0,0.0,0.0,0.0,1.1311217309448159e-05,0.0,0.0005891487467225165,0.2799003524199879,0.6520457795234902,0.0,0.0,0.0,8.657888773331783e-06,0.010587441282546923,0.05505251217035532,0.0,0.0
ERR3196811,0.0,0.0,3.5250383072862153e-06,1.772854485050701e-09,0.008412107231516286,0.0,0.0,0.0,0.0,2.2691362111152124e-08,0.0,0.918364024098121,0.06393826608748811,0.0,0.0,0.0,3.8195995284017776e-09,0.002521527103647608,0.006760522157103672,0.0,0.0
ERR3196812,0.0,0.0,0.0,0.0,1.403472844949691e-06,0.0011308634923475611,0.0007631935979995642,0.0,0.0,0.0,0.0,0.0,1.2435280186183349e-11,0.1059639902420337,0.0,0.0,1.8783165601232393e-08,0.0,2.550210122408377e-05,0.10228372240585058,0.7898313058920986
ERR3196813,0.0,0.0,0.0,0.0,0.0015592763597567358,0.0,0.0,0.0,0.0,3.8618672980539525e-08,0.0,0.006517643185048315,0.0,0.9463657267100091,0.0,0.0,3.753431519875735e-08,1.3150349300567584e-06,0.0006100832861955273,0.01341728592822056,0.03152859334285142
ERR3196814,0.0,0.0,0.0,0.0,8.208835792429746e-08,2.925579415548747e-06,0.9999941104966865,0.0,8.804539524181618e-08,0.0,0.0,3.6685831755620284e-07,8.321522082896038e-07,0.0,0.0,4.0300511400668174e-08,0.0,0.0,0.0,9.204682769428577e-07,6.340108304855626e-07
ERR3196816,3.197229894367959e-08,0.687719914297337,0.08153075435126424,0.0,0.0,0.0,1.9898393905347344e-08,0.0015948356663367572,0.04787905268209774,0.0,0.0,0.0,0.0,1.2530586136479378e-08,0.0,0.18127522379480632,0.0,0.0,0.0,1.5480687897712334e-07,0.0
ERR3196817,7.80802596794942e-05,8.855842926329155e-05,0.006848430983463454,0.0,0.0,0.0,3.6404170540534513e-06,0.00040568880301885174,5.497762105920688e-10,0.9915283652495294,0.0,0.0,0.0,6.886126984380325e-07,0.001046546695516703,0.0,0.0,0.0,0.0,0.0,0.0
ERR3196818,0.0,0.0,1.326761427576215e-07,2.4806668754275e-05,0.098800062330438,0.0,0.0,0.0,0.0,2.1334484432732946e-08,5.523208140012158e-05,0.6074363187236238,0.18906030064956178,0.0,0.0,0.0,0.0,0.019247596640967844,0.08537552889462711,0.0,0.0
ERR3196819,0.0,0.0,0.0004262168967109942,8.012804540181751e-10,0.01467147088011399,0.0,0.0,0.0,0.0,1.6537779454742472e-07,5.876532210107861e-12,0.9642857876537066,0.007664143313281613,0.0,0.0,0.0,6.582233001836539e-10,0.0,0.01295221441301199,0.0,0.0
ERR3196820,0.0,0.0,0.0,0.00011697723853984929,4.95864839674278e-07,0.028223012789092852,0.0,0.0,0.0,0.00013836229889456082,5.510712297652214e-06,0.2913195633952531,0.6801190272175931,0.0,0.0,0.0,7.485569399788752e-05,2.194789491177018e-06,0.0,0.0,0.0
ERR3196821,0.0,0.0,0.0,0.0,4.40773225444747e-11,6.222945540990116e-12,0.0006157951776132639,0.0,0.0,0.0,0.0,4.454602226947207e-11,1.1264142272242808e-10,0.9993841588746861,0.0,4.545074299981073e-08,0.0,0.0,1.2364458811059098e-10,0.0,1.6582543231096708e-10
ERR3196822,0.0,0.0,0.0,0.0,1.5627984956545642e-13,3.6571282137612035e-11,0.0018822597704619588,0.0,0.0,0.0,0.0,6.728105082908776e-08,6.373522350152904e-07,0.9948703032130828,0.0,0.0,0.0,1.749850930656332e-11,4.12287146195054e-11,0.003246732287714518,0.0
