,ERR3196800,ERR3196801,ERR3196802,ERR3196803,ERR3196804,ERR3196805,ERR3196806,ERR3196808,ERR3196809,ERR3196810,ERR3196811,ERR3196812,ERR3196813,ERR3196814,ERR3196816,ERR3196817,ERR3196818,ERR3196819,ERR3196820,ERR3196821,ERR3196822
ERR3196800,0.0,0.08000940405751474,0.0003967289679681061,0.0,0.0,4.554205553319678e-07,1.2339635939464403e-10,0.11679681902506728,0.008592910280080579,0.00016571608900671866,0.0,1.2633532594667088e-05,0.00025391123842526835,6.718198105341706e-11,0.785534026021564,0.008067042992982228,0.00016946714940913236,0.0,0.0,1.9051091043547337e-07,6.945233435169282e-07
ERR3196801,2.8529489963581057e-11,0.0,0.01354132919292486,0.0,0.0,0.0005247390459327336,3.572659196831084e-05,3.555521650279852e-08,0.009529575311094997,0.15096620812953365,0.0,0.0030934346900285256,0.3537418232616965,2.179219018050462e-05,3.490775939077208e-08,0.16460175136373792,0.3030948863475415,0.0,0.0,0.0002596619580283839,0.0005890014258266904
ERR3196802,0.0,3.879044858968182e-09,0.0,0.0015685086516054893,0.2825523655259473,0.08096134280922307,0.0,0.0,1.0792769765403276e-11,0.0012200337128292543,0.004239610025347562,0.1273029631475403,0.08632962215648696,0.0,0.0,5.347734329816144e-09,0.0013226279746676036,0.027592340519284823,0.24704910357730636,0.06410197711153186,0.0757594955506575
ERR3196803,0.0,0.0,7.240589856893735e-06,0.0,0.00898740862964436,0.1001885215666643,0.0,0.0,0.0002825900297379937,1.235800598918676e-07,3.6529385802345176e-06,0.19510741302963333,0.050680879757866115,0.2989010011018824,0.0,5.518948623681341e-05,1.5002601447167053e-07,0.00048504936820950454,0.00801984416197286,0.2453239286639308,0.09195700706971013
ERR3196804,0.0,0.0,0.007907388452058975,0.00011695330194057742,0.0,0.00017185656999495403,0.0042445099123053,0.0,0.018134489416809292,0.0007060131552080262,2.053863001706598e-05,0.0036349342550739527,0.0008601381106518228,0.6812376877571479,0.0,0.0,0.0005033023207175127,8.496518264776133e-07,0.048219874949338264,0.04358415011071532,0.1906573134061944
ERR3196805,0.0,0.0,4.958999798944531e-08,1.5304627989123867e-09,1.6802621962507414e-08,0.0,0.0009363575688819344,0.0,0.0,1.7023324562134135e-09,1.0599414222345023e-10,1.363997992258424e-07,7.163514387252702e-09,0.6324570729064926,0.0,9.483852826230435e-08,4.1766979466614224e-10,4.577407672493341e-11,4.514654195357983e-09,0.3663549075982286,0.0002513488150474104
ERR3196806,0.1388344495180854,0.0163988338546155,0.0,0.0,0.00586244564547025,0.05721349107536347,0.0,0.01547941604024225,0.0007691006290910257,0.0021008548526158795,0.0,0.01555826607549288,0.0010463022642550428,0.6284218389278803,0.01980115776483581,0.0003288382475889546,0.0007236613100082951,0.0,0.0,0.037447192894300554,0.06001415090015455
ERR3196808,4.0254480532544246e-10,4.800726173850253e-06,0.3576998925135846,0.0,0.0,2.523965019256312e-05,4.91958670777186e-07,0.0,0.08563740310189032,0.14280129303746175,0.0,0.0008919016472056706,0.026997573628521756,3.752335630815458e-07,1.1748196598312123e-06,0.2673191540243406,0.11855607953004814,0.0,0.0,4.754488044754147e-06,5.986523809761956e-05
ERR3196809,0.0,3.484130598318059e-11,0.007261696127644651,0.20995431151205213,0.0,0.0,2.6171617774150053e-05,1.59150146930064e-11,0.0,0.06753806717252245,0.0,0.0015882043464521282,0.1497480216865478,3.872106119824895e-05,1.5054421060894003e-09,0.005401473348999601,0.16696449617670436,0.0,0.39052468503387566,0.00030799687460990696,0.0006461534854205281
ERR3196810,0.0,0.0,3.2231644703439824e-07,0.0012468435237386758,0.06735329271698037,0.07755158282497172,0.0,0.0,7.816372582063703e-06,0.0,0.00040711852532375546,0.19341909721229625,0.4505821622806762,0.021600286340516597,0.0,2.000421822762011e-06,5.98284716622859e-06,0.007316222780547617,0.03804285029009732,0.07786169144425988,0.06460273010257354
