,ERR3196800,ERR3196801,ERR3196802,ERR3196803,ERR3196804,ERR3196805,ERR3196806,ERR3196808,ERR3196809,ERR3196810,ERR3196811,ERR3196812,ERR3196813,ERR3196814,ERR3196816,ERR3196817,ERR3196818,ERR3196819,ERR3196820,ERR3196821,ERR3196822
ERR3196800,0.0,0.08008947731127782,0.0,0.0,0.0,0.0,1.235198542277282e-10,0.11691370905116712,0.008601510047739463,0.0,0.0,0.0,0.0,6.724921664753959e-11,0.7863201869253491,0.008075116473697451,0.0,0.0,0.0,0.0,0.0
ERR3196801,1.5199959052648436e-10,0.0,0.07214557621381851,0.0,0.0,0.0,0.0,1.894312992067072e-07,0.05077172942897987,0.0,0.0,0.0,0.0,0.0001161045636757047,1.8598177325874575e-07,0.8769662142284539,0.0,0.0,0.0,0.0,0.0
ERR3196802,0.0,0.0,0.0,0.017342925946381163,0.0,0.0,0.0,0.0,1.1933514463317707e-10,0.013489855036520457,0.0,0.0,0.9545425474743235,0.0,3.7735840302045697e-07,5.9129645455248005e-08,0.014624234935391205,0.0,0.0,0.0,0.0
ERR3196803,0.0,0.0,0.0001223135825130304,0.0,0.0,0.0,0.0,0.0,0.0,2.0876089035975105e-06,6.170823279309857e-05,0.0,0.8561401889370555,0.0,0.0,0.0,2.5343541980506745e-06,0.008193824963707956,0.13547734232082873,0.0,0.0
ERR3196804,0.0,0.0,0.0,0.0,0.0,0.0007055866535394019,0.0,0.0,0.0,0.0,8.432487173723412e-05,0.014923846652756275,0.0035314446872432223,0.0,0.0,0.0,0.0,3.4883914472142798e-06,0.19797497529824434,0.0,0.7827763334450323
ERR3196805,0.0,0.0,0.0,0.0,1.6802624529031253e-08,0.0,0.0009363577119062806,0.0,0.0,0.0,0.0,1.3639982006028936e-07,7.163515481446839e-09,0.6324571695114247,0.0,0.0,0.0,0.0,0.0,0.36635496355726915,0.000251348853439795
ERR3196806,0.154596231482308,0.0,0.0,0.0,0.0,0.06370890035506391,0.0,0.0,0.0008564161078238458,0.0,0.0,0.017324585591106584,0.0,0.6997661489396888,0.022049169929049123,0.0,0.0,0.0,0.0,0.0416985475949598,0.0
ERR3196808,1.1404718025186612e-09,1.3601201059999037e-05,0.0,0.0,0.0,0.0,1.3937951368477898e-06,0.0,0.24262403137874275,0.0,0.0,0.0,0.0,1.063094821723346e-06,3.3284461191813056e-06,0.7573565809436477,0.0,0.0,0.0,0.0,0.0
ERR3196809,3.551749947730726e-07,2.7430002829866313e-09,0.5717017192957086,0.0,0.0,0.0,0.0,1.2529636468772742e-09,0.0,0.0,0.0,0.0,0.0,0.0030484472044650856,1.1852104869480693e-07,0.4252493558078189,0.0,0.0,0.0,0.0,0.0
ERR3196810,0.0,0.0,6.477401000069225e-07,0.002505706910678628,0.0,0.0,0.0,0.0,0.0,0.0,0.0008181617684552624,0.0,0.9055080419953646,0.0,0.0,0.0,1.2023370378507112e-05,0.014702975659939195,0.07645244255508372,0.0,0.0
